url,issue_type,action,target_url,expected_status,reason,linked_internally_yes_no,in_sitemap_yes_no,canonical_target,priority
https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric-value-metric,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric-value-metric,high
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-positioning,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-wars,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/competitive-and-positioning/competitive-reference-price,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/credit-based-metrics,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/credits-drawdown-model,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/credits-drawdown-model,high
https://sarahzou.com/wiki/pricing/comms-and-deals/price-change-communications,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/cannibalization,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/usage-based-pricing,gsc_404,RESTORE_200,https://sarahzou.com/wiki/pricing/models-and-metering/usage-based-pricing,200,Page exists and should return canonical 200 status.,yes,no,https://sarahzou.com/wiki/pricing/models-and-metering/usage-based-pricing,high
https://sarahzou.com/wiki/pricing/research-and-metrics/discovery-sprint,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/research-and-metrics/cohort-analysis,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/foundations/common-pricing-failure-patterns,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/foundations/common-pricing-failure-patterns,medium
https://sarahzou.com/wiki/pricing/models-and-metering/continuous-vs-banded-metrics,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/continuous-vs-banded-metrics,medium
https://sarahzou.com/wiki/pricing/models-and-metering/per-user-per-seat,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/seat-based-pricing,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/seat-based-pricing,high
https://sarahzou.com/wiki/pricing/models-and-metering/outcome-based-pricing,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/outcome-performance-based-pricing,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/outcome-performance-based-pricing,high
https://sarahzou.com/downloads/metrics-storytelling-one-pager/,gsc_404,GONE_410,,410,Intentionally retired URL with no relevant replacement.,no,no,,medium
https://sarahzou.com/wiki/pricing/value-and-customers/buyer-identification-fences,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/price-fences-price-discrimination,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/price-fences-price-discrimination,high
https://sarahzou.com/downloads/stage-smart-metrics-benchmarks-2025-q2/,gsc_404,REDIRECT_301,https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,high
https://sarahzou.com/wiki/pricing/governance-and-process/genai-pricing,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/price-architecture,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling,high
https://sarahzou.com/wiki/pricing/comms-and-deals/early-adopter-programs,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/consumption-based-pricing,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/usage-based-pricing,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/usage-based-pricing,high
https://sarahzou.com/wiki/pricing/governance-and-process/compliance-ethics,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/foundations/market-posture-timing,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/foundations/market-posture-timing,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/realized-price-index,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/behavioral-psychology/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/cost-to-serve,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/downloads/saas-benchmark-source-navigator/,gsc_404,REDIRECT_301,https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/tiered-products,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/tiered-products,medium
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/shelfware,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/pocket-price,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/value-and-customers/price-sensitivity,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/price-sensitivity,medium
https://sarahzou.com/wiki/pricing/value-and-customers/value-communication,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/value-communication,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/gabor-granger,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/competitive-and-positioning/positioning,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/tariffs-market-mechanisms,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/tariffs-market-mechanisms,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/van-westendorp,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/intl-channels-billing,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/governance-and-process,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/governance-and-process,high
https://sarahzou.com/wiki/pricing/value-and-customers/roi-tco-calculators,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/roi-tco-calculators,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/price-elasticity,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/research-and-metrics/price-waterfall,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/customer-driven-pricing,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/comms-and-deals/procurement-negotiation/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/packaging-and-bundling/modular-packaging,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling/add-ons-modular,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/add-ons-modular,high
https://sarahzou.com/wiki/pricing/research-and-metrics/cltv-cac,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/behavioral-psychology/power-of-9,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/comms-and-deals/pricing-page/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/behavioral-psychology/compromise-effect,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/price-architecture/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling,high
https://sarahzou.com/wiki/pricing/foundations/price-led-product-design,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,high
https://sarahzou.com/wiki/pricing/behavioral-psychology,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/win-loss-interviews,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/consulting/services/saas-metrics-clarity-pack/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,high
https://sarahzou.com/wiki/pricing/research-and-metrics/break-even-analysis/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/feature-shock,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/behavioral-psychology/price-quality-signaling,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/consulting/services/investor-monetization-pitch-kit/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/pricing-monetization-sprint,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/consulting/services/pricing-monetization-sprint,high
https://sarahzou.com/wiki/pricing/value-and-customers/customer-use-cases/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/customer-use-cases,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/value-and-customers/customer-use-cases,high
https://sarahzou.com/wiki/pricing/foundations/cost-plus-pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/cost-plus-pricing,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/foundations/cost-plus-pricing,high
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/common-pricing-pitfalls,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/leaders-fillers-killers/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling/leader-filler-killer-features,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/leader-filler-killer-features,high
https://sarahzou.com/consulting/services/pricing-optimization-retainer/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
https://sarahzou.com/wiki/pricing/research-and-metrics/churn-interviews/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/comms-and-deals/package-naming,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/behavioral-psychology/hurdles,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/consulting/services/saas-metrics-clarity-pack,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,high
https://sarahzou.com/wiki/pricing/research-and-metrics,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/governance-and-process/ai-dynamic-pricing,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/downloads/monetization-roadmap/,gsc_404,REDIRECT_301,https://sarahzou.com/downloads/monetization-roadmap,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/downloads/monetization-roadmap,high
https://sarahzou.com/wiki/pricing/governance-and-process/pricing-strategy-document/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/competitive-and-positioning/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/competitive-and-positioning,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/wiki/pricing/competitive-and-positioning,high
https://sarahzou.com/wiki/pricing/competitive-and-positioning/conscious-parallelism,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/behavioral-psychology/temporal-reframing,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/governance-and-process/elasticity-ml,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/undead,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/in-product-experiments/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/research-and-metrics/conjoint-analysis/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/value-and-customers/perceived-value/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/perceived-value,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/perceived-value,high
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/hidden-gem/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/value-and-customers/jobs-to-be-done/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/jobs-to-be-done,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/value-and-customers/jobs-to-be-done,high
https://sarahzou.com/consulting/services/pricing-optimization-retainer,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
https://sarahzou.com/cheat-sheets/,gsc_404,REDIRECT_301,https://sarahzou.com/cheat-sheets,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/cheat-sheets,high
https://sarahzou.com/wiki/pricing/value-and-customers/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers,high
https://sarahzou.com/wiki/pricing/models-and-metering/value-metric/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric-value-metric,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric-value-metric,high
https://sarahzou.com/wiki/pricing/models-and-metering/per-user-per-seat/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/seat-based-pricing,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/seat-based-pricing,high
https://sarahzou.com/wiki/pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing,high
https://sarahzou.com/wiki/pricing/foundations/customer-centric-profitability,gsc_404,GONE_410,,410,Legacy URL intentionally removed without close replacement.,no,no,https://sarahzou.com/wiki/pricing/foundations/customer-centric-profitability,medium
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/shelfware/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/consulting/services/on-call-economist-retainer/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/pitfalls-and-failures,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/wiki/pricing/pitfalls-and-failures,high
https://sarahzou.com/wiki/pricing/foundations/value-based-pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/value-based-pricing,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/foundations/value-based-pricing,high
https://sarahzou.com/wiki/pricing/intl-channels-billing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/governance-and-process,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/governance-and-process,high
https://sarahzou.com/wiki/pricing/models-and-metering/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/models-and-metering,high
https://sarahzou.com/consulting/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/consulting,high
https://sarahzou.com/wiki/pricing/foundations/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/wiki/pricing/foundations,high
https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile,high
https://sarahzou.com/contact/,gsc_404,REDIRECT_301,https://sarahzou.com/contact,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/contact,high
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-wars/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/comms-and-deals/early-adopter-programs/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/competitive-and-positioning/conscious-parallelism/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/foundations/maximization/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/maximization,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/foundations/maximization,high
https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers,high
https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing,high
https://sarahzou.com/wiki/pricing/behavioral-psychology/fairness-pricing/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments,high
https://sarahzou.com/wiki/pricing/governance-and-process/cpq-rules/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-positioning/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/value-and-customers/roi-tco-calculators/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/roi-tco-calculators,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/roi-tco-calculators,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best,high
https://sarahzou.com/wiki/pricing/behavioral-psychology/anchor-effect/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/about/,gsc_404,REDIRECT_301,https://sarahzou.com/about,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/about,high
https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric-value-metric,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric-value-metric,high
https://sarahzou.com/consulting/services/runway-scenario-model/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
