url,issue_type,action,target_url,expected_status,reason,linked_internally_yes_no,in_sitemap_yes_no,canonical_target,priority
https://sarahzou.com/wiki/pricing/value-and-customers/buyer-identification-fences/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/price-fences-price-discrimination,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/price-fences-price-discrimination,high
https://sarahzou.com/wiki/pricing/research-and-metrics/price-elasticity/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging,high
https://sarahzou.com/wiki/pricing/governance-and-process/elasticity-ml/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation,high
https://sarahzou.com/consulting/services/metrics-experimentation-sprint/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,high
https://sarahzou.com/wiki/pricing/governance-and-process/transformation/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/freemium-model/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/freemium-model,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/models-and-metering/freemium-model,high
https://sarahzou.com/wiki/pricing/research-and-metrics/gabor-granger/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/models-and-metering/monetization-model/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/monetization-model,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/models-and-metering/monetization-model,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/tiered-products/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling/tiered-products,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/tiered-products,high
https://sarahzou.com/consulting/services/pricing-monetization-sprint/,gsc_404,REDIRECT_301,https://sarahzou.com/consulting/services/pricing-monetization-sprint,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/consulting/services/pricing-monetization-sprint,high
https://sarahzou.com/wiki/pricing/governance-and-process/pricing-governance/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/realized-price-index/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/consulting/?filter=Metrics,gsc_404,REDIRECT_301,https://sarahzou.com/consulting,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/consulting,high
https://sarahzou.com/wiki/pricing/research-and-metrics/van-westendorp/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/research-and-metrics/contribution-margin/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/research-and-metrics/win-loss-interviews/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/behavioral-psychology/compromise-effect/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/behavioral-psychology/temporal-reframing/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/outcome-based-pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/outcome-performance-based-pricing,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/outcome-performance-based-pricing,high
https://sarahzou.com/wiki/pricing/behavioral-psychology/power-of-9/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/governance-and-process/genai-pricing/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/undead/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/ab-testing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/customer-driven-pricing/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/foundations/market-posture-timing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/market-posture-timing,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/foundations/market-posture-timing,high
https://sarahzou.com/wiki/pricing/competitive-and-positioning/positioning/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/governance-and-process/raising-prices/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/credit-based-metrics/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/credits-drawdown-model,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/credits-drawdown-model,high
https://sarahzou.com/wiki/pricing/comms-and-deals/social-proof/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/packaging-and-bundling/unbundling-addons/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling/unbundling-addons,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/unbundling-addons,high
https://sarahzou.com/wiki/pricing/governance-and-process/compliance-ethics/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/foundations/skimming-strategy/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/skimming-strategy,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/foundations/skimming-strategy,high
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/common-pricing-pitfalls/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/cltv-cac/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay,high
https://sarahzou.com/wiki/pricing/governance-and-process/ai-dynamic-pricing/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/maxdiff/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/comms-and-deals/pricing-transparency/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/consumption-based-pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/usage-based-pricing,301,Legacy slug mapped to closest current canonical replacement.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/usage-based-pricing,high
https://sarahzou.com/wiki/pricing/comms-and-deals/deal-structuring/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/research-and-metrics/cost-to-serve/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/governance-and-process/pricing-calendar/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/feature-shock/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/foundations/strategic-pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,high
https://sarahzou.com/wiki/pricing/models-and-metering/tariffs-market-mechanisms/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/tariffs-market-mechanisms,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/tariffs-market-mechanisms,high
https://sarahzou.com/consulting/?filter=Investor,gsc_404,REDIRECT_301,https://sarahzou.com/consulting,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/consulting,high
https://sarahzou.com/wiki/pricing/research-and-metrics/price-waterfall/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling,301,URL variant should normalize to canonical live route.,yes,no,https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling,high
https://sarahzou.com/wiki/pricing/research-and-metrics/cohort-analysis/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/research-and-experiments,301,Legacy taxonomy renamed to research-and-experiments category.,no,no,https://sarahzou.com/wiki/pricing/research-and-experiments,high
https://sarahzou.com/wiki/pricing/models-and-metering/capability-based-pricing/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/capability-based-pricing,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/capability-based-pricing,high
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-signaling/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/models-and-metering/continuous-vs-banded-metrics/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/models-and-metering/continuous-vs-banded-metrics,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/models-and-metering/continuous-vs-banded-metrics,high
https://sarahzou.com/wiki/pricing/behavioral-psychology/price-quality-signaling/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/value-and-customers/value-communication/,gsc_404,REDIRECT_301,https://sarahzou.com/wiki/pricing/value-and-customers/value-communication,301,Trailing slash duplicate should canonicalize to non-trailing URL.,no,no,https://sarahzou.com/wiki/pricing/value-and-customers/value-communication,high
https://sarahzou.com/wiki/pricing/comms-and-deals/value-selling/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/wiki/pricing/comms-and-deals/discounting/,gsc_404,GONE_410,,410,Unpublished placeholder concept should return explicit 410.,no,no,,medium
https://sarahzou.com/consulting/?filter=Pricing,gsc_404,REDIRECT_301,https://sarahzou.com/consulting,301,URL variant should normalize to canonical live route.,no,no,https://sarahzou.com/consulting,high
https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile,high
https://sarahzou.com/wiki/pricing/foundations/value-based-pricing,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/foundations/value-based-pricing,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/foundations/value-based-pricing,high
https://sarahzou.com/wiki/pricing/foundations/customer-driven-pricing,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/foundations/customer-driven-pricing,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/foundations/customer-driven-pricing,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best,high
https://sarahzou.com/wiki/pricing/comms-and-deals,gsc_crawled_not_indexed,NOINDEX_TEMP,https://sarahzou.com/wiki/pricing/comms-and-deals,200,Category is currently thin/placeholder and should be temporarily noindexed and excluded from sitemap.,no,no,https://sarahzou.com/wiki/pricing/comms-and-deals,medium
https://sarahzou.com/wiki/pricing/governance-and-process/raising-prices,gsc_crawled_not_indexed,REMOVE_FROM_SITEMAP,,410,URL is obsolete/unpublished and should not be indexed or listed in sitemap.,no,no,,medium
https://sarahzou.com/wiki/pricing/packaging-and-bundling,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/packaging-and-bundling,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/packaging-and-bundling,high
https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments,high
https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model,high
https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,high
https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay,high
https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling,high
https://sarahzou.com/wiki/pricing/foundations/maximization,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/foundations/maximization,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/foundations/maximization,high
https://sarahzou.com/wiki/pricing/governance-and-process,gsc_crawled_not_indexed,NOINDEX_TEMP,https://sarahzou.com/wiki/pricing/governance-and-process,200,Category is currently thin/placeholder and should be temporarily noindexed and excluded from sitemap.,no,no,https://sarahzou.com/wiki/pricing/governance-and-process,medium
https://sarahzou.com/wiki/pricing/foundations/penetration-strategy,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/foundations/penetration-strategy,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/foundations/penetration-strategy,high
https://sarahzou.com/wiki/pricing/models-and-metering,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/models-and-metering,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/models-and-metering,high
https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers,high
https://sarahzou.com/wiki/pricing/value-and-customers,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/value-and-customers,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",no,yes,https://sarahzou.com/wiki/pricing/value-and-customers,high
https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",no,yes,https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,high
https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation,high
https://sarahzou.com/wiki/pricing/comms-and-deals/value-selling,gsc_crawled_not_indexed,REMOVE_FROM_SITEMAP,,410,URL is obsolete/unpublished and should not be indexed or listed in sitemap.,no,no,,medium
https://sarahzou.com/wiki/pricing/value-and-customers/value-decoder-framework,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/value-and-customers/value-decoder-framework,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/value-and-customers/value-decoder-framework,high
https://sarahzou.com/wiki/pricing/competitive-and-positioning,gsc_crawled_not_indexed,NOINDEX_TEMP,https://sarahzou.com/wiki/pricing/competitive-and-positioning,200,Category is currently thin/placeholder and should be temporarily noindexed and excluded from sitemap.,no,no,https://sarahzou.com/wiki/pricing/competitive-and-positioning,medium
https://sarahzou.com/wiki/pricing/comms-and-deals/discounting,gsc_crawled_not_indexed,REMOVE_FROM_SITEMAP,,410,URL is obsolete/unpublished and should not be indexed or listed in sitemap.,no,no,,medium
https://sarahzou.com/wiki/pricing/foundations,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/foundations,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",no,yes,https://sarahzou.com/wiki/pricing/foundations,high
https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging,gsc_crawled_not_indexed,KEEP_INDEXABLE,https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging,200,"Page is index-intended and should be strengthened, linked, and kept in sitemap.",yes,yes,https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging,high
https://sarahzou.com/wiki/pricing/research-and-metrics/ab-testing,gsc_crawled_not_indexed,REMOVE_FROM_SITEMAP,,410,URL is obsolete/unpublished and should not be indexed or listed in sitemap.,no,no,,medium
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/minivation/,gsc_crawled_not_indexed,REMOVE_FROM_SITEMAP,,410,URL is obsolete/unpublished and should not be indexed or listed in sitemap.,no,no,,medium
https://sarahzou.com/consulting/services/rapid-pricing-experiment-toolkit,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/pricing-monetization-sprint,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/pricing-monetization-sprint,high
https://sarahzou.com/consulting/services/rapid-pricing-experiment-toolkit/,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/pricing-monetization-sprint,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/pricing-monetization-sprint,high
https://sarahzou.com/newsletter/why-fractional-economist/,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/newsletter/why-fractional-economist,301,Duplicate trailing-slash variant should merge into canonical non-trailing URL.,no,no,https://sarahzou.com/newsletter/why-fractional-economist,high
https://sarahzou.com/_next/static/media/eaead17c7dbfcd5d-s.p.woff2,gsc_crawled_not_indexed,IGNORE,,200,Static asset is not an indexable page and should be ignored for indexing decisions.,no,no,,low
https://sarahzou.com/consulting/services/profitability-simulator,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
https://sarahzou.com/consulting/services/investor-updates-automation-kit,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
https://sarahzou.com/consulting/services/investor-deck-accelerator,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
https://sarahzou.com/consulting/services/customer-value-research-pack,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/pricing-monetization-sprint,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/pricing-monetization-sprint,high
https://sarahzou.com/consulting/services/value-based-monetization-design,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/pricing-monetization-sprint,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/pricing-monetization-sprint,high
https://sarahzou.com/consulting/services/runway-scenario-model,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/on-call-economist-retainer,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/on-call-economist-retainer,high
https://sarahzou.com/consulting/services/competitive-benchmark-insights,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/metrics-experimentation-sprint,high
https://sarahzou.com/consulting/services/pricing-diagnostic-revenue-boost,gsc_crawled_not_indexed,MERGE_301,https://sarahzou.com/consulting/services/pricing-monetization-sprint,301,Obsolete URL should merge into closest live equivalent to consolidate signals.,no,no,https://sarahzou.com/consulting/services/pricing-monetization-sprint,high
