URL,Last crawled,Status
https://sarahzou.com/wiki/pricing/competitive-and-positioning/value-map,3/21/2026,404
https://sarahzou.com/wiki/pricing/comms-and-deals/price-change-communications,3/21/2026,404
https://sarahzou.com/wiki/pricing/comms-and-deals/social-proof,3/21/2026,404
https://sarahzou.com/wiki/pricing/governance-and-process/raci-discounting,3/20/2026,404
https://sarahzou.com/wiki/pricing/comms-and-deals/pricing-transparency,3/20/2026,404
https://sarahzou.com/wiki/pricing/governance-and-process/cpq-rules,3/20/2026,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-positioning,3/20/2026,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/competitive-reference-price,3/20/2026,404
https://sarahzou.com/wiki/pricing/models-and-metering/credit-based-metrics,3/8/2026,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/cannibalization,3/4/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/discovery-sprint,3/4/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/cohort-analysis,3/4/2026,404
https://sarahzou.com/wiki/pricing/foundations/common-pricing-failure-patterns,3/4/2026,404
https://sarahzou.com/wiki/pricing/models-and-metering/continuous-vs-banded-metrics,3/1/2026,404
https://sarahzou.com/wiki/pricing/models-and-metering/per-user-per-seat,3/1/2026,404
https://sarahzou.com/wiki/pricing/models-and-metering/outcome-based-pricing,2/28/2026,404
https://sarahzou.com/downloads/metrics-storytelling-one-pager/,2/25/2026,404
https://sarahzou.com/wiki/pricing/value-and-customers/buyer-identification-fences,2/23/2026,404
https://sarahzou.com/downloads/stage-smart-metrics-benchmarks-2025-q2/,2/20/2026,404
https://sarahzou.com/wiki/pricing/governance-and-process/genai-pricing,2/18/2026,404
https://sarahzou.com/wiki/pricing/price-architecture,2/18/2026,404
https://sarahzou.com/wiki/pricing/comms-and-deals/early-adopter-programs,2/17/2026,404
https://sarahzou.com/wiki/pricing/models-and-metering/consumption-based-pricing,2/17/2026,404
https://sarahzou.com/wiki/pricing/governance-and-process/compliance-ethics,2/17/2026,404
https://sarahzou.com/wiki/pricing/foundations/market-posture-timing,2/16/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/realized-price-index,2/16/2026,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/,2/15/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/cost-to-serve,2/15/2026,404
https://sarahzou.com/downloads/saas-benchmark-source-navigator/,2/15/2026,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/tiered-products,2/15/2026,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/shelfware,2/15/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/pocket-price,2/15/2026,404
https://sarahzou.com/wiki/pricing/value-and-customers/price-sensitivity,2/15/2026,404
https://sarahzou.com/wiki/pricing/value-and-customers/value-communication,2/15/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/gabor-granger,2/15/2026,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/positioning,2/15/2026,404
https://sarahzou.com/wiki/pricing/models-and-metering/tariffs-market-mechanisms,2/14/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/van-westendorp,2/14/2026,404
https://sarahzou.com/wiki/pricing/intl-channels-billing,2/14/2026,404
https://sarahzou.com/wiki/pricing/value-and-customers/roi-tco-calculators,2/14/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/price-elasticity,2/14/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/price-waterfall,2/14/2026,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/customer-driven-pricing,2/13/2026,404
https://sarahzou.com/wiki/pricing/comms-and-deals/procurement-negotiation/,2/11/2026,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/modular-packaging,2/8/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/cltv-cac,2/7/2026,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/power-of-9,2/6/2026,404
https://sarahzou.com/wiki/pricing/comms-and-deals/pricing-page/,2/6/2026,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/compromise-effect,2/4/2026,404
https://sarahzou.com/wiki/pricing/price-architecture/,2/3/2026,404
https://sarahzou.com/wiki/pricing/foundations/price-led-product-design,2/3/2026,404
https://sarahzou.com/wiki/pricing/behavioral-psychology,2/2/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/win-loss-interviews,1/29/2026,404
https://sarahzou.com/consulting/services/saas-metrics-clarity-pack/,1/26/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/break-even-analysis/,1/26/2026,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/feature-shock,1/26/2026,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/price-quality-signaling,1/25/2026,404
https://sarahzou.com/consulting/services/investor-monetization-pitch-kit/,1/23/2026,404
https://sarahzou.com/wiki/pricing/value-and-customers/customer-use-cases/,1/23/2026,404
https://sarahzou.com/wiki/pricing/foundations/cost-plus-pricing/,1/22/2026,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/common-pricing-pitfalls,1/20/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/,1/19/2026,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/leaders-fillers-killers/,1/19/2026,404
https://sarahzou.com/consulting/services/pricing-optimization-retainer/,1/18/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/churn-interviews/,1/18/2026,404
https://sarahzou.com/wiki/pricing/comms-and-deals/package-naming,1/18/2026,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/hurdles,1/17/2026,404
https://sarahzou.com/consulting/services/saas-metrics-clarity-pack,1/10/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics,1/10/2026,404
https://sarahzou.com/wiki/pricing/governance-and-process/ai-dynamic-pricing,1/9/2026,404
https://sarahzou.com/downloads/monetization-roadmap/,1/9/2026,404
https://sarahzou.com/wiki/pricing/governance-and-process/pricing-strategy-document/,1/7/2026,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/,1/7/2026,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/conscious-parallelism,1/7/2026,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/temporal-reframing,1/4/2026,404
https://sarahzou.com/wiki/pricing/governance-and-process/elasticity-ml,1/4/2026,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/undead,1/4/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/in-product-experiments/,1/3/2026,404
https://sarahzou.com/wiki/pricing/research-and-metrics/conjoint-analysis/,1/3/2026,404
https://sarahzou.com/wiki/pricing/value-and-customers/perceived-value/,1/3/2026,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/hidden-gem/,1/3/2026,404
https://sarahzou.com/wiki/pricing/value-and-customers/jobs-to-be-done/,1/3/2026,404
https://sarahzou.com/consulting/services/pricing-optimization-retainer,1/3/2026,404
https://sarahzou.com/cheat-sheets/,12/28/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/,12/27/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/value-metric/,12/24/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/per-user-per-seat/,12/19/2025,404
https://sarahzou.com/wiki/pricing/,12/18/2025,404
https://sarahzou.com/wiki/pricing/foundations/customer-centric-profitability,12/16/2025,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/shelfware/,12/16/2025,404
https://sarahzou.com/consulting/services/on-call-economist-retainer/,12/14/2025,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/,12/13/2025,404
https://sarahzou.com/wiki/pricing/foundations/value-based-pricing/,12/13/2025,404
https://sarahzou.com/wiki/pricing/intl-channels-billing/,12/13/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/,12/12/2025,404
https://sarahzou.com/consulting/,12/12/2025,404
https://sarahzou.com/wiki/pricing/foundations/,12/12/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile/,12/12/2025,404
https://sarahzou.com/contact/,12/11/2025,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-wars/,12/10/2025,404
https://sarahzou.com/wiki/pricing/comms-and-deals/early-adopter-programs/,12/10/2025,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/conscious-parallelism/,12/10/2025,404
https://sarahzou.com/wiki/pricing/foundations/maximization/,12/9/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers/,12/8/2025,404
https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing/,12/7/2025,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/fairness-pricing/,12/7/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments/,12/7/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/cpq-rules/,12/6/2025,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-positioning/,12/6/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/roi-tco-calculators/,12/5/2025,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best/,12/5/2025,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/anchor-effect/,12/4/2025,404
https://sarahzou.com/about/,12/2/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric/,12/2/2025,404
https://sarahzou.com/consulting/services/runway-scenario-model/,12/2/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/buyer-identification-fences/,12/1/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/price-elasticity/,12/1/2025,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging/,12/1/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/elasticity-ml/,12/1/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation/,12/1/2025,404
https://sarahzou.com/consulting/services/metrics-experimentation-sprint/,12/1/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/transformation/,12/1/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/freemium-model/,11/28/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/gabor-granger/,11/28/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/monetization-model/,11/27/2025,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/tiered-products/,11/27/2025,404
https://sarahzou.com/consulting/services/pricing-monetization-sprint/,11/27/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/pricing-governance/,11/25/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/realized-price-index/,11/25/2025,404
https://sarahzou.com/consulting/?filter=Metrics,11/25/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/van-westendorp/,11/25/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/contribution-margin/,11/24/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/win-loss-interviews/,11/24/2025,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/compromise-effect/,11/24/2025,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/temporal-reframing/,11/24/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/outcome-based-pricing/,11/24/2025,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/power-of-9/,11/24/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/genai-pricing/,11/24/2025,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/undead/,11/23/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/ab-testing/,11/23/2025,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/customer-driven-pricing/,11/23/2025,404
https://sarahzou.com/wiki/pricing/foundations/market-posture-timing/,11/22/2025,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/positioning/,11/22/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/raising-prices/,11/22/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/credit-based-metrics/,11/22/2025,404
https://sarahzou.com/wiki/pricing/comms-and-deals/social-proof/,11/22/2025,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/unbundling-addons/,11/21/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/compliance-ethics/,11/21/2025,404
https://sarahzou.com/wiki/pricing/foundations/skimming-strategy/,11/21/2025,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/common-pricing-pitfalls/,11/21/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/cltv-cac/,11/21/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay/,11/21/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/ai-dynamic-pricing/,11/21/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/maxdiff/,11/21/2025,404
https://sarahzou.com/wiki/pricing/comms-and-deals/pricing-transparency/,11/21/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/consumption-based-pricing/,11/20/2025,404
https://sarahzou.com/wiki/pricing/comms-and-deals/deal-structuring/,11/20/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/cost-to-serve/,11/20/2025,404
https://sarahzou.com/wiki/pricing/governance-and-process/pricing-calendar/,11/20/2025,404
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/feature-shock/,11/20/2025,404
https://sarahzou.com/wiki/pricing/foundations/strategic-pricing/,11/20/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/tariffs-market-mechanisms/,11/20/2025,404
https://sarahzou.com/consulting/?filter=Investor,11/20/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/price-waterfall/,11/20/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model/,11/20/2025,404
https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling/,11/20/2025,404
https://sarahzou.com/wiki/pricing/research-and-metrics/cohort-analysis/,11/20/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/capability-based-pricing/,11/20/2025,404
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-signaling/,11/20/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/continuous-vs-banded-metrics/,11/20/2025,404
https://sarahzou.com/wiki/pricing/behavioral-psychology/price-quality-signaling/,11/20/2025,404
https://sarahzou.com/wiki/pricing/value-and-customers/value-communication/,11/20/2025,404
https://sarahzou.com/wiki/pricing/comms-and-deals/value-selling/,11/20/2025,404
https://sarahzou.com/wiki/pricing/comms-and-deals/discounting/,11/20/2025,404
https://sarahzou.com/consulting/?filter=Pricing,11/18/2025,404
https://sarahzou.com/wiki/pricing/models-and-metering/pricing-metric,3/16/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/freemium-model,3/13/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers,3/12/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/competitive-and-positioning,3/10/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/ideal-customer-profile,3/4/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/foundations/value-based-pricing,3/4/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/foundations/customer-driven-pricing,2/23/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/packaging-and-bundling/good-better-best,2/15/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/comms-and-deals,2/15/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/governance-and-process/raising-prices,2/14/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/customer-segments,2/13/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/subscription-model,2/10/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/foundations/strategic-pricing,2/9/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/willingness-to-pay,2/8/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/foundations/competition-based-pricing,2/6/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/packaging-and-bundling/bundling,2/5/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/foundations/maximization,2/3/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/governance-and-process,2/3/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/foundations/penetration-strategy,2/1/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering,1/31/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/value-drivers,1/31/2026,crawled_not_indexed
https://sarahzou.com/newsletter/saas-benchmark-data-sources-guide,1/30/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/economic-value-estimation,1/28/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/comms-and-deals/value-selling,1/26/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/value-decoder-framework,1/26/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/comms-and-deals/discounting,1/7/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/monetization-model,1/7/2026,crawled_not_indexed
https://sarahzou.com/wiki/pricing/foundations,12/16/2025,crawled_not_indexed
https://sarahzou.com/wiki/pricing/packaging-and-bundling/packaging,12/14/2025,crawled_not_indexed
https://sarahzou.com/wiki/pricing/research-and-metrics/ab-testing,11/27/2025,crawled_not_indexed
https://sarahzou.com/wiki/pricing/pitfalls-and-failures/minivation/,11/8/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/rapid-pricing-experiment-toolkit,10/30/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/rapid-pricing-experiment-toolkit/,10/30/2025,crawled_not_indexed
https://sarahzou.com/newsletter/why-fractional-economist/,9/28/2025,crawled_not_indexed
https://sarahzou.com/_next/static/media/eaead17c7dbfcd5d-s.p.woff2,9/25/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/profitability-simulator,6/18/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/investor-updates-automation-kit,6/11/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/investor-deck-accelerator,6/11/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/customer-value-research-pack,6/11/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/value-based-monetization-design,6/11/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/runway-scenario-model,6/11/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/competitive-benchmark-insights,6/11/2025,crawled_not_indexed
https://sarahzou.com/consulting/services/pricing-diagnostic-revenue-boost,6/11/2025,crawled_not_indexed
https://sarahzou.com/wiki/pricing/competitive-and-positioning/price-wars,3/20/2026,403
https://sarahzou.com/consulting/services/pricing-monetization-sprint,,discovered_not_indexed
https://sarahzou.com/newsletter,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/foundations/cost-plus-pricing,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/credits-drawdown-model,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/hybrid-pricing,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/outcome-performance-based-pricing,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/seat-based-pricing,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/models-and-metering/transaction-based-pricing,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/customer-use-cases,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/jobs-to-be-done,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/value-and-customers/price-fences-price-discrimination,,discovered_not_indexed
https://sarahzou.com/wiki/pricing/comms-and-deals/,10/7/2025,Alternate_page_with_proper_canonical_tag
https://sarahzou.com/wiki/pricing/governance-and-process/,10/7/2025,Alternate_page_with_proper_canonical_tag
